,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
21031,cad4858d-77e5-47f8-a6b9-4ce2971d8656,intrigued,1/1/2021 16:45,photo,cooking,positive,45,,,,,,,,,,,
21033,cad4858d-77e5-47f8-a6b9-4ce2971d8656,super love,3/11/2020 13:17,photo,cooking,positive,75,,,,,,,,,,,
21035,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,4/11/2020 8:28,photo,animals,positive,70,,,,,,,,,,,
21037,a4f6b4c2-36bd-4232-bef8-66577a601163,want,8/5/2021 21:58,photo,animals,positive,70,,,,,,,,,,,
21039,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,3/1/2021 23:33,photo,animals,positive,70,,,,,,,,,,,
21041,a4f6b4c2-36bd-4232-bef8-66577a601163,love,28/6/20 7:09,photo,animals,positive,65,,,,,,,,,,,
21042,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,21/8/20 20:30,photo,animals,positive,72,,,,,,,,,,,
21046,a4f6b4c2-36bd-4232-bef8-66577a601163,love,22/4/21 0:48,photo,animals,positive,65,,,,,,,,,,,
21049,a4f6b4c2-36bd-4232-bef8-66577a601163,like,21/1/21 4:43,photo,animals,positive,50,,,,,,,,,,,
21050,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,12/6/2021 14:28,photo,animals,positive,70,,,,,,,,,,,
21052,a4f6b4c2-36bd-4232-bef8-66577a601163,like,17/11/20 19:47,photo,animals,positive,50,,,,,,,,,,,
21053,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,26/9/20 16:32,photo,animals,positive,70,,,,,,,,,,,
21054,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,26/12/20 17:40,photo,animals,positive,60,,,,,,,,,,,
21056,a4f6b4c2-36bd-4232-bef8-66577a601163,want,5/1/2021 16:19,photo,animals,positive,70,,,,,,,,,,,
21061,a4f6b4c2-36bd-4232-bef8-66577a601163,cherish,23/11/20 17:17,photo,animals,positive,70,,,,,,,,,,,
21062,a4f6b4c2-36bd-4232-bef8-66577a601163,love,20/4/21 3:54,photo,animals,positive,65,,,,,,,,,,,
21064,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,23/8/20 10:25,photo,animals,positive,60,,,,,,,,,,,
21068,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,21/9/20 21:05,photo,animals,positive,60,,,,,,,,,,,
21069,a4f6b4c2-36bd-4232-bef8-66577a601163,like,8/3/2021 10:53,photo,animals,positive,50,,,,,,,,,,,
21070,a4f6b4c2-36bd-4232-bef8-66577a601163,like,6/4/2021 12:08,photo,animals,positive,50,,,,,,,,,,,
21073,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,12/10/2020 8:52,photo,animals,positive,72,,,,,,,,,,,
21074,a4f6b4c2-36bd-4232-bef8-66577a601163,adore,6/11/2020 15:35,photo,animals,positive,72,,,,,,,,,,,
21075,a4f6b4c2-36bd-4232-bef8-66577a601163,love,2/5/2021 20:42,photo,animals,positive,65,,,,,,,,,,,
21076,a4f6b4c2-36bd-4232-bef8-66577a601163,love,18/1/21 11:26,photo,animals,positive,65,,,,,,,,,,,
21077,a4f6b4c2-36bd-4232-bef8-66577a601163,intrigued,10/2/2021 20:19,photo,animals,positive,45,,,,,,,,,,,
21078,a4f6b4c2-36bd-4232-bef8-66577a601163,interested,12/11/2020 20:05,photo,animals,positive,30,,,,,,,,,,,
21079,a4f6b4c2-36bd-4232-bef8-66577a601163,heart,9/1/2021 22:48,photo,animals,positive,60,,,,,,,,,,,
21080,f298ed7d-2aa2-4231-9523-c4013cef24c3,super love,20/9/20 8:32,video,veganism,positive,75,,,,,,,,,,,
21081,f298ed7d-2aa2-4231-9523-c4013cef24c3,interested,16/6/21 4:59,video,veganism,positive,30,,,,,,,,,,,
21082,f298ed7d-2aa2-4231-9523-c4013cef24c3,cherish,10/9/2020 9:48,video,veganism,positive,70,,,,,,,,,,,
21086,8838fd48-05c4-4b57-a192-35e9ff67f9b2,adore,10/4/2021 23:48,video,soccer,positive,72,,,,,,,,,,,
21088,8838fd48-05c4-4b57-a192-35e9ff67f9b2,intrigued,22/9/20 20:10,video,soccer,positive,45,,,,,,,,,,,
21089,8838fd48-05c4-4b57-a192-35e9ff67f9b2,intrigued,8/1/2021 21:28,video,soccer,positive,45,,,,,,,,,,,
21095,8838fd48-05c4-4b57-a192-35e9ff67f9b2,interested,9/8/2020 15:39,video,soccer,positive,30,,,,,,,,,,,
21100,01396602-c759-4a17-90f0-8f9b3ca11b30,like,9/5/2021 5:35,GIF,tennis,positive,50,,,,,,,,,,,
21101,01396602-c759-4a17-90f0-8f9b3ca11b30,like,1/2/2021 6:35,GIF,tennis,positive,50,,,,,,,,,,,
21103,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,26/8/20 5:05,GIF,tennis,positive,30,,,,,,,,,,,
21104,01396602-c759-4a17-90f0-8f9b3ca11b30,intrigued,10/6/2021 2:22,GIF,tennis,positive,45,,,,,,,,,,,
21105,01396602-c759-4a17-90f0-8f9b3ca11b30,heart,1/11/2020 14:49,GIF,tennis,positive,60,,,,,,,,,,,
21107,01396602-c759-4a17-90f0-8f9b3ca11b30,adore,7/2/2021 23:29,GIF,tennis,positive,72,,,,,,,,,,,
21109,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,18/7/20 6:21,GIF,tennis,positive,30,,,,,,,,,,,
21110,01396602-c759-4a17-90f0-8f9b3ca11b30,want,8/2/2021 2:28,GIF,tennis,positive,70,,,,,,,,,,,
21115,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,28/12/20 11:11,GIF,tennis,positive,30,,,,,,,,,,,
21116,01396602-c759-4a17-90f0-8f9b3ca11b30,super love,26/9/20 4:03,GIF,tennis,positive,75,,,,,,,,,,,
21117,01396602-c759-4a17-90f0-8f9b3ca11b30,like,30/1/21 22:56,GIF,tennis,positive,50,,,,,,,,,,,
21119,01396602-c759-4a17-90f0-8f9b3ca11b30,heart,21/8/20 0:42,GIF,tennis,positive,60,,,,,,,,,,,
21121,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,7/4/2021 15:06,GIF,tennis,positive,30,,,,,,,,,,,
21122,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,17/11/20 16:04,GIF,tennis,positive,30,,,,,,,,,,,
21125,01396602-c759-4a17-90f0-8f9b3ca11b30,like,15/5/21 9:42,GIF,tennis,positive,50,,,,,,,,,,,
21126,01396602-c759-4a17-90f0-8f9b3ca11b30,interested,25/7/20 15:05,GIF,tennis,positive,30,,,,,,,,,,,
21127,01396602-c759-4a17-90f0-8f9b3ca11b30,super love,23/10/20 19:39,GIF,tennis,positive,75,,,,,,,,,,,
21128,01396602-c759-4a17-90f0-8f9b3ca11b30,cherish,13/12/20 15:16,GIF,tennis,positive,70,,,,,,,,,,,
21131,01396602-c759-4a17-90f0-8f9b3ca11b30,heart,31/10/20 9:24,GIF,tennis,positive,60,,,,,,,,,,,
21133,01396602-c759-4a17-90f0-8f9b3ca11b30,love,30/11/20 3:46,GIF,tennis,positive,65,,,,,,,,,,,
21134,01396602-c759-4a17-90f0-8f9b3ca11b30,heart,29/6/20 12:50,GIF,tennis,positive,60,,,,,,,,,,,
21137,01396602-c759-4a17-90f0-8f9b3ca11b30,like,30/11/20 1:03,GIF,tennis,positive,50,,,,,,,,,,,
21138,3ca5a22f-aebc-4421-a960-d787d732f1ec,interested,27/8/20 5:52,audio,healthy eating,positive,30,,,,,,,,,,,
21139,3ca5a22f-aebc-4421-a960-d787d732f1ec,super love,9/9/2020 21:08,audio,healthy eating,positive,75,,,,,,,,,,,
21140,3ca5a22f-aebc-4421-a960-d787d732f1ec,cherish,24/8/20 12:06,audio,healthy eating,positive,70,,,,,,,,,,,
21141,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,15/9/20 1:07,audio,healthy eating,positive,50,,,,,,,,,,,
21142,3ca5a22f-aebc-4421-a960-d787d732f1ec,interested,21/2/21 14:04,audio,healthy eating,positive,30,,,,,,,,,,,
21143,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,10/4/2021 19:48,audio,healthy eating,positive,70,,,,,,,,,,,
21144,3ca5a22f-aebc-4421-a960-d787d732f1ec,love,25/2/21 7:46,audio,healthy eating,positive,65,,,,,,,,,,,
21145,3ca5a22f-aebc-4421-a960-d787d732f1ec,intrigued,27/5/21 20:20,audio,healthy eating,positive,45,,,,,,,,,,,
21147,3ca5a22f-aebc-4421-a960-d787d732f1ec,heart,9/8/2020 6:00,audio,healthy eating,positive,60,,,,,,,,,,,
21149,3ca5a22f-aebc-4421-a960-d787d732f1ec,heart,23/7/20 8:19,audio,healthy eating,positive,60,,,,,,,,,,,
21150,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,7/8/2020 21:11,audio,healthy eating,positive,70,,,,,,,,,,,
21151,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,30/12/20 11:00,audio,healthy eating,positive,70,,,,,,,,,,,
21153,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,22/4/21 18:06,audio,healthy eating,positive,50,,,,,,,,,,,
21155,3ca5a22f-aebc-4421-a960-d787d732f1ec,intrigued,23/4/21 20:58,audio,healthy eating,positive,45,,,,,,,,,,,
21161,3ca5a22f-aebc-4421-a960-d787d732f1ec,interested,17/4/21 18:31,audio,healthy eating,positive,30,,,,,,,,,,,
21163,3ca5a22f-aebc-4421-a960-d787d732f1ec,interested,5/5/2021 19:24,audio,healthy eating,positive,30,,,,,,,,,,,
21164,3ca5a22f-aebc-4421-a960-d787d732f1ec,interested,27/7/20 19:13,audio,healthy eating,positive,30,,,,,,,,,,,
21165,3ca5a22f-aebc-4421-a960-d787d732f1ec,like,4/4/2021 23:33,audio,healthy eating,positive,50,,,,,,,,,,,
21167,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,want,3/9/2020 9:30,photo,travel,positive,70,,,,,,,,,,,
21168,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,heart,13/10/20 16:32,photo,travel,positive,60,,,,,,,,,,,
21170,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,adore,15/6/21 1:00,photo,travel,positive,72,,,,,,,,,,,
21171,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,12/10/2020 9:41,photo,travel,positive,50,,,,,,,,,,,
21172,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,cherish,12/2/2021 20:13,photo,travel,positive,70,,,,,,,,,,,
21175,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,22/7/20 10:33,photo,travel,positive,50,,,,,,,,,,,
21176,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,30/8/20 2:43,photo,travel,positive,50,,,,,,,,,,,
21177,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,want,18/2/21 21:18,photo,travel,positive,70,,,,,,,,,,,
21178,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,cherish,25/1/21 12:37,photo,travel,positive,70,,,,,,,,,,,
21179,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,love,10/11/2020 5:54,photo,travel,positive,65,,,,,,,,,,,
21181,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,adore,11/3/2021 0:21,photo,travel,positive,72,,,,,,,,,,,
21182,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,intrigued,19/7/20 1:35,photo,travel,positive,45,,,,,,,,,,,
21183,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,super love,12/12/2020 13:03,photo,travel,positive,75,,,,,,,,,,,
21184,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,heart,4/9/2020 16:13,photo,travel,positive,60,,,,,,,,,,,
21187,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,super love,10/7/2020 19:13,photo,travel,positive,75,,,,,,,,,,,
21188,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,heart,4/6/2021 10:23,photo,travel,positive,60,,,,,,,,,,,
21189,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,love,27/12/20 0:13,photo,travel,positive,65,,,,,,,,,,,
21190,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,intrigued,25/11/20 16:23,photo,travel,positive,45,,,,,,,,,,,
21191,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,intrigued,15/2/21 1:14,photo,travel,positive,45,,,,,,,,,,,
21193,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,adore,14/2/21 1:51,photo,travel,positive,72,,,,,,,,,,,
21195,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,16/4/21 15:41,photo,travel,positive,50,,,,,,,,,,,
21196,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,23/5/21 8:36,photo,travel,positive,50,,,,,,,,,,,
21197,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,intrigued,25/10/20 16:01,photo,travel,positive,45,,,,,,,,,,,
21198,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,want,9/9/2020 3:48,photo,travel,positive,70,,,,,,,,,,,
21200,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,want,12/2/2021 0:48,photo,travel,positive,70,,,,,,,,,,,
21201,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,want,17/3/21 6:00,photo,travel,positive,70,,,,,,,,,,,
21203,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,intrigued,10/1/2021 19:23,photo,travel,positive,45,,,,,,,,,,,
21204,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,like,4/8/2020 12:09,photo,travel,positive,50,,,,,,,,,,,
21206,e3107f22-f36a-4d88-9fca-1b842e141db8,want,16/3/21 2:36,GIF,food,positive,70,,,,,,,,,,,
21208,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,23/9/20 5:21,photo,education,positive,65,,,,,,,,,,,
21209,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,adore,21/5/21 17:25,photo,education,positive,72,,,,,,,,,,,
21210,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,23/5/21 0:08,photo,education,positive,65,,,,,,,,,,,
21212,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,interested,16/8/20 4:32,photo,education,positive,30,,,,,,,,,,,
21219,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,cherish,7/1/2021 21:30,photo,education,positive,70,,,,,,,,,,,
21221,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,4/11/2020 17:46,photo,education,positive,65,,,,,,,,,,,
21225,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,want,28/12/20 6:15,photo,education,positive,70,,,,,,,,,,,
21228,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,heart,5/9/2020 23:36,photo,education,positive,60,,,,,,,,,,,
21229,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,13/1/21 6:38,photo,education,positive,65,,,,,,,,,,,
21230,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,adore,26/2/21 17:01,photo,education,positive,72,,,,,,,,,,,
21231,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,25/11/20 2:49,photo,education,positive,65,,,,,,,,,,,
21235,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,heart,30/9/20 17:02,photo,education,positive,60,,,,,,,,,,,
21236,b9ff65d6-b79a-4f9b-8745-10088ddf9934,want,28/1/21 14:51,video,animals,positive,70,,,,,,,,,,,
21238,b9ff65d6-b79a-4f9b-8745-10088ddf9934,heart,14/3/21 9:51,video,animals,positive,60,,,,,,,,,,,
21239,b9ff65d6-b79a-4f9b-8745-10088ddf9934,want,1/4/2021 8:37,video,animals,positive,70,,,,,,,,,,,
21240,b9ff65d6-b79a-4f9b-8745-10088ddf9934,intrigued,8/7/2020 20:27,video,animals,positive,45,,,,,,,,,,,
21241,b9ff65d6-b79a-4f9b-8745-10088ddf9934,heart,2/5/2021 15:24,video,animals,positive,60,,,,,,,,,,,
21242,b9ff65d6-b79a-4f9b-8745-10088ddf9934,heart,24/5/21 9:29,video,animals,positive,60,,,,,,,,,,,
21245,b9ff65d6-b79a-4f9b-8745-10088ddf9934,love,21/9/20 4:32,video,animals,positive,65,,,,,,,,,,,
21246,b9ff65d6-b79a-4f9b-8745-10088ddf9934,adore,30/5/21 3:29,video,animals,positive,72,,,,,,,,,,,
21247,b9ff65d6-b79a-4f9b-8745-10088ddf9934,love,25/9/20 22:10,video,animals,positive,65,,,,,,,,,,,
21248,b9ff65d6-b79a-4f9b-8745-10088ddf9934,adore,23/2/21 15:59,video,animals,positive,72,,,,,,,,,,,
21249,b9ff65d6-b79a-4f9b-8745-10088ddf9934,adore,26/10/20 18:02,video,animals,positive,72,,,,,,,,,,,
21250,b9ff65d6-b79a-4f9b-8745-10088ddf9934,cherish,8/12/2020 14:31,video,animals,positive,70,,,,,,,,,,,
21251,b9ff65d6-b79a-4f9b-8745-10088ddf9934,love,2/4/2021 3:27,video,animals,positive,65,,,,,,,,,,,
21255,b9ff65d6-b79a-4f9b-8745-10088ddf9934,want,23/5/21 14:39,video,animals,positive,70,,,,,,,,,,,
21256,b9ff65d6-b79a-4f9b-8745-10088ddf9934,interested,23/9/20 19:37,video,animals,positive,30,,,,,,,,,,,
21261,b9ff65d6-b79a-4f9b-8745-10088ddf9934,like,20/2/21 9:04,video,animals,positive,50,,,,,,,,,,,
21264,b9ff65d6-b79a-4f9b-8745-10088ddf9934,adore,30/5/21 12:18,video,animals,positive,72,,,,,,,,,,,
21268,b9ff65d6-b79a-4f9b-8745-10088ddf9934,interested,11/2/2021 5:57,video,animals,positive,30,,,,,,,,,,,
21269,b9ff65d6-b79a-4f9b-8745-10088ddf9934,want,11/8/2020 21:52,video,animals,positive,70,,,,,,,,,,,
21270,b9ff65d6-b79a-4f9b-8745-10088ddf9934,intrigued,18/9/20 14:09,video,animals,positive,45,,,,,,,,,,,
21271,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,love,30/6/20 17:11,GIF,culture,positive,65,,,,,,,,,,,
21273,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,want,14/10/20 4:43,GIF,culture,positive,70,,,,,,,,,,,
21278,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,love,19/1/21 8:12,GIF,culture,positive,65,,,,,,,,,,,
21280,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,super love,26/12/20 20:26,GIF,culture,positive,75,,,,,,,,,,,
21282,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,interested,30/11/20 14:19,GIF,culture,positive,30,,,,,,,,,,,
21284,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,super love,22/10/20 20:55,GIF,culture,positive,75,,,,,,,,,,,
21286,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,like,20/12/20 5:16,GIF,culture,positive,50,,,,,,,,,,,
21287,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,like,16/5/21 23:27,GIF,culture,positive,50,,,,,,,,,,,
21288,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,cherish,2/11/2020 13:16,GIF,culture,positive,70,,,,,,,,,,,
21290,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,adore,19/7/20 0:38,GIF,culture,positive,72,,,,,,,,,,,
21294,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,26/2/21 15:56,photo,animals,positive,60,,,,,,,,,,,
21295,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,interested,18/8/20 11:20,photo,animals,positive,30,,,,,,,,,,,
21296,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,5/9/2020 14:57,photo,animals,positive,60,,,,,,,,,,,
21300,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,super love,28/12/20 1:10,photo,animals,positive,75,,,,,,,,,,,
21301,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,intrigued,21/9/20 0:46,photo,animals,positive,45,,,,,,,,,,,
21302,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,interested,1/11/2020 9:17,photo,animals,positive,30,,,,,,,,,,,
21303,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,interested,6/6/2021 9:10,photo,animals,positive,30,,,,,,,,,,,
21305,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,17/7/20 1:30,photo,animals,positive,60,,,,,,,,,,,
21309,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,love,3/3/2021 0:12,photo,animals,positive,65,,,,,,,,,,,
21310,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,17/11/20 16:28,photo,animals,positive,60,,,,,,,,,,,
21312,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,1/10/2020 1:32,photo,animals,positive,60,,,,,,,,,,,
21315,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,want,4/4/2021 1:51,photo,animals,positive,70,,,,,,,,,,,
21316,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,adore,25/8/20 2:45,photo,animals,positive,72,,,,,,,,,,,
21317,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,interested,22/1/21 11:01,photo,animals,positive,30,,,,,,,,,,,
21319,4ad4b955-c65a-467d-aa27-1ca804d05170,adore,28/2/21 23:35,audio,culture,positive,72,,,,,,,,,,,
21321,4ad4b955-c65a-467d-aa27-1ca804d05170,heart,24/2/21 15:46,audio,culture,positive,60,,,,,,,,,,,
21323,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,cherish,20/6/20 19:30,audio,cooking,positive,70,,,,,,,,,,,
21325,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,25/1/21 5:17,audio,cooking,positive,70,,,,,,,,,,,
21326,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,love,16/9/20 19:24,audio,cooking,positive,65,,,,,,,,,,,
21327,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,heart,6/5/2021 16:11,audio,cooking,positive,60,,,,,,,,,,,
21328,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,adore,25/10/20 15:35,audio,cooking,positive,72,,,,,,,,,,,
21329,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,adore,16/7/20 8:18,audio,cooking,positive,72,,,,,,,,,,,
21330,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,23/4/21 6:14,audio,cooking,positive,50,,,,,,,,,,,
21331,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,heart,8/9/2020 19:34,audio,cooking,positive,60,,,,,,,,,,,
21332,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,19/5/21 18:53,audio,cooking,positive,70,,,,,,,,,,,
21333,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,13/12/20 17:37,audio,cooking,positive,50,,,,,,,,,,,
21334,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,intrigued,23/1/21 5:51,audio,cooking,positive,45,,,,,,,,,,,
21338,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,cherish,29/6/20 14:49,audio,cooking,positive,70,,,,,,,,,,,
21339,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,interested,9/9/2020 2:03,audio,cooking,positive,30,,,,,,,,,,,
21340,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,16/5/21 2:46,audio,cooking,positive,70,,,,,,,,,,,
21343,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,interested,22/5/21 5:47,audio,cooking,positive,30,,,,,,,,,,,
21344,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,cherish,3/10/2020 3:11,audio,cooking,positive,70,,,,,,,,,,,
21345,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,intrigued,3/1/2021 23:18,audio,cooking,positive,45,,,,,,,,,,,
21346,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,interested,23/3/21 10:23,audio,cooking,positive,30,,,,,,,,,,,
21347,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,love,7/3/2021 12:24,audio,cooking,positive,65,,,,,,,,,,,
21348,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,2/12/2020 9:51,audio,cooking,positive,50,,,,,,,,,,,
21349,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,intrigued,22/3/21 9:51,audio,cooking,positive,45,,,,,,,,,,,
21353,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,27/8/20 16:34,audio,cooking,positive,50,,,,,,,,,,,
21354,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,26/1/21 7:45,audio,cooking,positive,50,,,,,,,,,,,
21357,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,interested,22/12/20 4:07,audio,cooking,positive,30,,,,,,,,,,,
21360,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,25/3/21 16:47,audio,cooking,positive,50,,,,,,,,,,,
21363,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,adore,16/10/20 17:41,audio,cooking,positive,72,,,,,,,,,,,
21364,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,interested,26/2/21 7:22,audio,cooking,positive,30,,,,,,,,,,,
21365,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,adore,5/10/2020 8:07,audio,cooking,positive,72,,,,,,,,,,,
21366,8caec934-9519-47de-8dd4-b6d65e279661,super love,17/7/20 17:22,audio,public speaking,positive,75,,,,,,,,,,,
21367,8caec934-9519-47de-8dd4-b6d65e279661,heart,26/6/20 15:33,audio,public speaking,positive,60,,,,,,,,,,,
21368,8caec934-9519-47de-8dd4-b6d65e279661,like,30/1/21 7:27,audio,public speaking,positive,50,,,,,,,,,,,
21371,8caec934-9519-47de-8dd4-b6d65e279661,intrigued,2/10/2020 9:32,audio,public speaking,positive,45,,,,,,,,,,,
21372,8caec934-9519-47de-8dd4-b6d65e279661,adore,19/5/21 21:15,audio,public speaking,positive,72,,,,,,,,,,,
21374,8caec934-9519-47de-8dd4-b6d65e279661,heart,16/11/20 17:46,audio,public speaking,positive,60,,,,,,,,,,,
21375,8caec934-9519-47de-8dd4-b6d65e279661,want,15/2/21 20:53,audio,public speaking,positive,70,,,,,,,,,,,
21376,8caec934-9519-47de-8dd4-b6d65e279661,interested,14/9/20 18:09,audio,public speaking,positive,30,,,,,,,,,,,
21377,8caec934-9519-47de-8dd4-b6d65e279661,adore,29/12/20 21:58,audio,public speaking,positive,72,,,,,,,,,,,
21378,8caec934-9519-47de-8dd4-b6d65e279661,interested,12/9/2020 16:39,audio,public speaking,positive,30,,,,,,,,,,,
21379,8caec934-9519-47de-8dd4-b6d65e279661,adore,24/11/20 12:15,audio,public speaking,positive,72,,,,,,,,,,,
21383,8caec934-9519-47de-8dd4-b6d65e279661,intrigued,11/9/2020 8:41,audio,public speaking,positive,45,,,,,,,,,,,
21385,8caec934-9519-47de-8dd4-b6d65e279661,like,18/11/20 19:15,audio,public speaking,positive,50,,,,,,,,,,,
21386,8caec934-9519-47de-8dd4-b6d65e279661,love,16/2/21 2:42,audio,public speaking,positive,65,,,,,,,,,,,
21389,8caec934-9519-47de-8dd4-b6d65e279661,love,27/11/20 6:38,audio,public speaking,positive,65,,,,,,,,,,,
21392,8caec934-9519-47de-8dd4-b6d65e279661,interested,28/5/21 7:44,audio,public speaking,positive,30,,,,,,,,,,,
21394,8caec934-9519-47de-8dd4-b6d65e279661,intrigued,25/2/21 20:33,audio,public speaking,positive,45,,,,,,,,,,,
21395,8caec934-9519-47de-8dd4-b6d65e279661,interested,11/11/2020 10:59,audio,public speaking,positive,30,,,,,,,,,,,
21396,8caec934-9519-47de-8dd4-b6d65e279661,heart,9/5/2021 11:53,audio,public speaking,positive,60,,,,,,,,,,,
